problem_id,rating,tags
2021_E1,2300.0,"['brute force', 'data structures', 'dfs and similar', 'dp', 'dsu', 'fft', 'graphs', 'greedy', 'implementation', 'math', 'trees']"
2021_D,2500.0,"['dp', 'greedy', 'implementation']"
2021_C2,1900.0,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'sortings']"
2021_C1,1300.0,"['constructive algorithms', 'greedy']"
2021_B,1200.0,"['brute force', 'greedy', 'math', 'number theory']"
2021_A,800.0,"['data structures', 'greedy', 'math', 'sortings']"
2020_F,2900.0,"['dp', 'math', 'number theory']"
2020_E,2000.0,"['bitmasks', 'dp', 'math', 'probabilities']"
2020_D,1800.0,"['brute force', 'dp', 'dsu', 'graphs', 'math', 'trees']"
2020_C,1400.0,"['bitmasks', 'hashing', 'implementation', 'math', 'schedules', 'ternary search']"
2020_B,1200.0,"['binary search', 'math']"
2020_A,800.0,"['bitmasks', 'brute force', 'greedy', 'math', 'number theory']"
2019_B,1200.0,"['implementation', 'math']"
2019_A,800.0,"['brute force', 'dp', 'greedy']"
2018_F3,3100.0,"['dp', 'greedy', 'math']"
2018_F2,3000.0,"['dp', 'greedy', 'math']"
2018_F1,2900.0,"['combinatorics', 'dp', 'greedy', 'math']"
2018_E2,3400.0,"['binary search', 'data structures', 'divide and conquer', 'dsu', 'greedy', 'math', 'sortings']"
2018_E1,3300.0,"['binary search', 'data structures', 'divide and conquer', 'dsu', 'greedy', 'math', 'sortings']"
2018_D,2200.0,"['data structures', 'dp', 'dsu', 'greedy', 'implementation', 'matrices', 'sortings']"
2018_C,1700.0,"['brute force', 'dfs and similar', 'greedy', 'sortings', 'trees']"
2018_B,1900.0,"['binary search', 'data structures', 'dp', 'greedy', 'implementation', 'two pointers']"
2018_A,1600.0,"['2-sat', 'brute force', 'greedy', 'implementation', 'math']"
2014_H,1900.0,"['data structures', 'divide and conquer', 'greedy', 'hashing']"
2014_G,2200.0,"['brute force', 'data structures', 'greedy', 'implementation']"
2014_F,2000.0,"['dfs and similar', 'dp', 'greedy', 'trees']"
2014_E,1800.0,"['dfs and similar', 'graphs', 'shortest paths']"
2014_D,1400.0,"['brute force', 'data structures', 'greedy', 'sortings']"
2014_C,1100.0,"['binary search', 'greedy', 'math']"
2014_B,800.0,['math']
2014_A,800.0,"['greedy', 'implementation']"
2013_F2,3500.0,"['binary search', 'data structures', 'trees']"
2013_F1,2700.0,"['binary search', 'brute force', 'data structures', 'dp', 'games', 'greedy', 'implementation', 'trees']"
2013_E,2200.0,"['brute force', 'dp', 'greedy', 'math', 'number theory']"
2013_D,1900.0,"['binary search', 'greedy']"
2013_C,1400.0,"['constructive algorithms', 'interactive', 'strings']"
2013_B,900.0,"['constructive algorithms', 'greedy', 'math']"
2013_A,800.0,"['constructive algorithms', 'math']"
2010_C2,1700.0,"['hashing', 'string suffix structures', 'strings', 'two pointers']"
2010_C1,1400.0,"['brute force', 'strings']"
2010_B,800.0,"['brute force', 'implementation', 'math']"
2010_A,800.0,"['brute force', 'implementation', 'math']"
2009_G3,2700.0,"['data structures', 'dp', 'implementation']"
2009_G2,2200.0,"['binary search', 'data structures', 'dp']"
2009_G1,1900.0,"['binary search', 'data structures', 'two pointers']"
2009_F,1700.0,"['bitmasks', 'data structures', 'flows', 'math']"
2009_E,1400.0,"['binary search', 'math', 'ternary search']"
2009_D,1400.0,"['geometry', 'math']"
2009_C,1100.0,"['implementation', 'math']"
2009_B,800.0,"['brute force', 'implementation']"
2009_A,800.0,"['brute force', 'math']"
2008_H,2100.0,"['binary search', 'brute force', 'greedy', 'math', 'number theory']"
2008_G,1800.0,"['binary search', 'greedy', 'math', 'number theory']"
2008_F,1400.0,"['combinatorics', 'math', 'number theory']"
2008_E,1500.0,"['brute force', 'data structures', 'dp', 'greedy', 'implementation', 'strings']"
2008_D,1100.0,"['dp', 'dsu', 'graphs', 'math']"
2008_C,800.0,"['binary search', 'brute force', 'math']"
2008_B,800.0,"['brute force', 'math', 'strings']"
2008_A,800.0,"['brute force', 'constructive algorithms', 'greedy', 'math']"
2007_C,1500.0,"['math', 'number theory']"
2007_B,900.0,"['data structures', 'greedy']"
2007_A,800.0,"['greedy', 'math', 'number theory']"
2006_F,3500.0,"['brute force', 'combinatorics', 'constructive algorithms', 'graphs', 'implementation']"
2006_E,3100.0,"['brute force', 'data structures', 'dfs and similar', 'trees']"
2006_D,2600.0,"['data structures', 'greedy', 'implementation', 'math']"
2006_C,2300.0,"['data structures', 'divide and conquer', 'math', 'number theory', 'two pointers']"
2006_B,1800.0,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'math', 'trees']"
2006_A,1700.0,"['constructive algorithms', 'dfs and similar', 'games', 'graphs', 'greedy', 'trees']"
2005_E2,2500.0,"['data structures', 'dp', 'games', 'greedy', 'implementation']"
2005_E1,2100.0,"['dp', 'games', 'greedy', 'implementation']"
2005_D,2400.0,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation', 'number theory']"
2005_C,1800.0,"['dp', 'implementation', 'strings']"
2005_B2,1200.0,"['binary search', 'greedy', 'math', 'sortings']"
2005_B1,1000.0,"['greedy', 'math', 'sortings']"
2005_A,900.0,"['combinatorics', 'constructive algorithms', 'greedy', 'math']"
2004_G,3200.0,"['data structures', 'dp', 'matrices']"
2004_F,2600.0,"['binary search', 'brute force', 'data structures', 'greedy', 'math']"
2004_E,2100.0,"['brute force', 'games', 'math', 'number theory']"
2004_D,1600.0,"['binary search', 'brute force', 'data structures', 'graphs', 'greedy', 'implementation', 'shortest paths']"
2004_C,1100.0,"['games', 'greedy', 'sortings']"
2004_B,1000.0,"['brute force', 'greedy']"
2004_A,800.0,"['implementation', 'math']"
2003_F,2800.0,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'probabilities', 'two pointers']"
2003_E2,2700.0,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy', 'math', 'two pointers']"
2003_E1,2600.0,"['brute force', 'divide and conquer', 'dp', 'greedy', 'math']"
2003_D2,2100.0,"['dfs and similar', 'dp', 'graphs', 'greedy', 'implementation', 'math']"
2003_D1,1500.0,"['greedy', 'math']"
2003_C,1200.0,"['constructive algorithms', 'greedy', 'sortings', 'strings']"
2003_B,800.0,"['games', 'greedy', 'sortings']"
2003_A,800.0,"['greedy', 'strings']"
2002_H,3500.0,['greedy']
2002_G,3400.0,"['bitmasks', 'brute force', 'hashing', 'meet-in-the-middle']"
2002_F2,2800.0,"['brute force', 'dp', 'math', 'number theory']"
2002_F1,2600.0,"['brute force', 'dfs and similar', 'dp', 'math', 'number theory']"
2002_E,2300.0,"['brute force', 'data structures', 'dp']"
2002_D2,2300.0,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'hashing', 'trees']"
2002_D1,1900.0,"['brute force', 'data structures', 'dfs and similar', 'graphs', 'hashing', 'trees']"
2002_C,1200.0,"['brute force', 'geometry', 'greedy', 'math']"
2002_B,1000.0,"['constructive algorithms', 'games']"
2002_A,800.0,"['constructive algorithms', 'implementation', 'math']"
2001_E2,2900.0,"['combinatorics', 'dp', 'trees']"
2001_E1,2400.0,"['combinatorics', 'dp', 'math', 'trees']"
2001_D,1900.0,"['brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation']"
2001_C,1500.0,"['binary search', 'brute force', 'dfs and similar', 'divide and conquer', 'dsu', 'greedy', 'interactive', 'trees']"
2001_B,800.0,['constructive algorithms']
2001_A,800.0,"['greedy', 'implementation']"
2000_H,2200.0,"['binary search', 'brute force', 'data structures', 'implementation']"
2000_G,2100.0,"['binary search', 'brute force', 'graphs', 'greedy', 'shortest paths']"
2000_F,1900.0,"['dp', 'greedy', 'implementation', 'math']"
2000_E,1400.0,"['combinatorics', 'data structures', 'greedy', 'math']"
2000_D,1200.0,"['greedy', 'implementation', 'two pointers']"
2000_C,1000.0,"['data structures', 'strings']"
2000_B,800.0,['two pointers']
2000_A,800.0,"['implementation', 'math', 'strings']"
1999_G2,1700.0,"['binary search', 'interactive', 'ternary search']"
1999_G1,1500.0,"['binary search', 'interactive']"
1999_F,1500.0,"['combinatorics', 'math']"
1999_E,1300.0,"['dp', 'implementation', 'math']"
1999_D,1100.0,"['greedy', 'implementation', 'strings']"
1999_C,800.0,"['greedy', 'implementation']"
1999_B,1000.0,"['brute force', 'constructive algorithms', 'implementation']"
1999_A,800.0,"['implementation', 'math']"
1998_E2,2500.0,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'greedy', 'implementation']"
1998_E1,2200.0,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'greedy']"
1998_D,2100.0,"['data structures', 'dp', 'graphs', 'greedy', 'shortest paths']"
1998_C,1900.0,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'implementation']"
1998_B,1000.0,"['constructive algorithms', 'math', 'number theory']"
1998_A,800.0,"['constructive algorithms', 'implementation', 'math']"
1997_F,2700.0,"['brute force', 'combinatorics', 'dp', 'greedy', 'math']"
1997_E,2200.0,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation']"
1997_D,1500.0,"['binary search', 'dfs and similar', 'dp', 'greedy', 'trees']"
1997_C,1100.0,"['constructive algorithms', 'data structures', 'greedy']"
1997_B,1100.0,"['constructive algorithms', 'two pointers']"
1997_A,800.0,"['brute force', 'implementation', 'strings']"
1996_G,2200.0,"['brute force', 'data structures', 'graphs', 'greedy', 'hashing']"
1996_F,1900.0,"['binary search', 'greedy', 'math']"
1996_E,1600.0,"['combinatorics', 'data structures', 'implementation', 'math']"
1996_D,1500.0,"['binary search', 'brute force', 'combinatorics', 'math', 'number theory']"
1996_C,1200.0,"['dp', 'greedy', 'sortings', 'strings']"
1996_B,800.0,"['greedy', 'implementation']"
1996_A,800.0,"['binary search', 'math', 'ternary search']"
1995_E2,2900.0,"['data structures', 'dp', 'matrices', 'two pointers']"
1995_E1,2700.0,"['2-sat', 'data structures', 'dp', 'matrices', 'two pointers']"
1995_D,2300.0,"['bitmasks', 'brute force', 'dp', 'strings']"
1995_C,1800.0,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'number theory']"
1995_B2,1700.0,"['binary search', 'data structures', 'greedy', 'math', 'sortings', 'two pointers']"
1995_B1,1100.0,"['binary search', 'brute force', 'greedy', 'sortings', 'two pointers']"
1995_A,800.0,"['brute force', 'greedy', 'implementation', 'math']"
1994_H,3500.0,"['combinatorics', 'constructive algorithms', 'games', 'greedy', 'hashing', 'interactive', 'math', 'number theory', 'strings']"
1994_G,2600.0,"['bitmasks', 'brute force', 'dp', 'graphs', 'math']"
1994_F,2500.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'trees']"
1994_E,2000.0,"['bitmasks', 'greedy', 'math', 'trees']"
1994_D,1900.0,"['constructive algorithms', 'dsu', 'graphs', 'greedy', 'math', 'number theory', 'trees']"
1994_C,1600.0,"['binary search', 'dp', 'two pointers']"
1994_B,1100.0,"['bitmasks', 'constructive algorithms', 'greedy', 'math']"
1994_A,800.0,"['constructive algorithms', 'greedy', 'implementation']"
1993_F2,2800.0,"['chinese remainder theorem', 'math', 'number theory']"
1993_F1,2400.0,"['brute force', 'chinese remainder theorem', 'constructive algorithms', 'math', 'number theory']"
1993_E,2700.0,"['bitmasks', 'constructive algorithms', 'dp', 'implementation']"
1993_D,2200.0,"['binary search', 'dp', 'greedy']"
1993_C,1400.0,"['implementation', 'math']"
1993_B,1100.0,"['constructive algorithms', 'greedy']"
1993_A,800.0,"['greedy', 'implementation']"
1992_G,2000.0,"['combinatorics', 'dp', 'math']"
1992_F,1900.0,"['brute force', 'dp', 'greedy', 'number theory', 'two pointers']"
1992_E,1700.0,"['brute force', 'constructive algorithms', 'implementation', 'math', 'strings']"
1992_D,1200.0,"['dp', 'greedy', 'implementation']"
1992_C,900.0,"['constructive algorithms', 'math']"
1992_B,800.0,"['greedy', 'math', 'sortings']"
1992_A,800.0,"['brute force', 'constructive algorithms', 'greedy', 'math', 'sortings']"
1991_I,3500.0,"['constructive algorithms', 'games', 'graph matchings', 'greedy', 'interactive']"
1991_H,3300.0,"['bitmasks', 'dp', 'fft', 'games', 'math', 'number theory']"
1991_G,2700.0,"['constructive algorithms', 'greedy', 'implementation']"
1991_F,2200.0,"['brute force', 'greedy', 'implementation', 'math', 'sortings']"
1991_E,1900.0,"['constructive algorithms', 'dfs and similar', 'games', 'graphs', 'greedy', 'interactive']"
1991_D,1900.0,"['bitmasks', 'constructive algorithms', 'graphs', 'greedy', 'math', 'number theory']"
1991_C,1300.0,"['constructive algorithms', 'greedy', 'math']"
1991_B,1100.0,"['bitmasks', 'constructive algorithms', 'greedy']"
1991_A,800.0,"['greedy', 'implementation']"
1990_F,2800.0,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy', 'two pointers']"
1990_E2,2600.0,"['binary search', 'data structures', 'dfs and similar', 'divide and conquer', 'interactive', 'trees']"
1990_E1,2500.0,"['binary search', 'data structures', 'dfs and similar', 'interactive', 'trees']"
1990_D,1800.0,"['bitmasks', 'brute force', 'dp', 'greedy', 'implementation']"
1990_C,1500.0,"['brute force', 'greedy', 'math']"
1990_B,1200.0,"['constructive algorithms', 'greedy']"
1990_A,900.0,"['brute force', 'games', 'greedy', 'sortings']"
1989_F,3000.0,"['dfs and similar', 'divide and conquer', 'graphs']"
1989_E,2300.0,"['combinatorics', 'dp', 'math']"
1989_D,1900.0,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'sortings', 'two pointers']"
1989_C,1400.0,"['greedy', 'math']"
1989_B,1200.0,"['brute force', 'greedy', 'strings']"
1989_A,800.0,['implementation']
1988_F,3000.0,"['combinatorics', 'dp', 'fft', 'math']"
1988_E,2300.0,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation']"
1988_D,2000.0,"['brute force', 'dfs and similar', 'dp', 'trees']"
1988_C,1300.0,"['bitmasks', 'constructive algorithms', 'greedy']"
1988_B,900.0,"['greedy', 'implementation']"
1988_A,900.0,"['brute force', 'greedy', 'implementation', 'math']"
1987_H,3500.0,['interactive']
1987_G2,3500.0,"['divide and conquer', 'dp', 'trees']"
1987_G1,2900.0,"['divide and conquer', 'dp', 'trees']"
1987_F2,2600.0,['dp']
1987_F1,2500.0,['dp']
1987_E,2000.0,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'greedy', 'trees']"
1987_D,1800.0,"['dp', 'games']"
1987_C,1200.0,"['dp', 'greedy']"
1987_B,1000.0,['greedy']
1987_A,800.0,"['greedy', 'math']"
1986_G2,2500.0,"['brute force', 'data structures', 'hashing', 'math', 'number theory']"
1986_G1,2200.0,"['binary search', 'brute force', 'combinatorics', 'data structures', 'math', 'number theory']"
1986_F,1900.0,"['dfs and similar', 'graphs', 'trees']"
1986_E,1700.0,"['greedy', 'math', 'number theory', 'sortings']"
1986_D,1400.0,"['brute force', 'dp', 'greedy', 'implementation', 'math', 'two pointers']"
1986_C,1100.0,"['data structures', 'greedy', 'sortings']"
1986_B,1000.0,"['brute force', 'data structures', 'greedy', 'sortings']"
1986_A,800.0,"['brute force', 'geometry', 'math', 'sortings']"
1985_H2,2200.0,"['data structures', 'dfs and similar', 'dp', 'dsu', 'implementation']"
1985_H1,1700.0,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'implementation']"
1985_G,1600.0,"['combinatorics', 'math', 'number theory']"
1985_F,1500.0,"['binary search', 'data structures']"
1985_E,1200.0,"['brute force', 'combinatorics', 'math']"
1985_D,900.0,"['implementation', 'math']"
1985_C,1000.0,['greedy']
1985_B,800.0,"['brute force', 'math', 'number theory']"
1985_A,800.0,"['implementation', 'strings']"
1984_H,3300.0,"['combinatorics', 'dp', 'geometry']"
1984_G,3200.0,"['constructive algorithms', 'implementation', 'sortings']"
1984_F,2500.0,"['brute force', 'dp', 'math']"
1984_E,2400.0,"['dp', 'greedy', 'trees']"
1984_D,2000.0,"['brute force', 'hashing', 'implementation', 'math', 'string suffix structures', 'strings']"
1984_C2,1700.0,"['combinatorics', 'dp', 'greedy', 'math']"
1984_C1,1300.0,"['dp', 'greedy', 'math']"
1984_B,1100.0,"['implementation', 'math']"
1984_A,800.0,['constructive algorithms']
1983_G,3000.0,"['bitmasks', 'brute force', 'dp', 'trees']"
1983_F,2500.0,"['binary search', 'bitmasks', 'data structures', 'greedy', 'two pointers']"
1983_E,2300.0,"['combinatorics', 'math', 'probabilities']"
1983_D,1700.0,"['constructive algorithms', 'data structures', 'divide and conquer', 'greedy', 'math', 'sortings']"
1983_C,1400.0,"['binary search', 'brute force', 'greedy', 'implementation']"
1983_B,1200.0,"['constructive algorithms', 'greedy', 'implementation', 'math']"
1983_A,800.0,"['constructive algorithms', 'math']"
1982_F,2600.0,"['binary search', 'data structures', 'sortings']"
1982_E,2300.0,"['bitmasks', 'brute force', 'combinatorics', 'divide and conquer', 'dp', 'math', 'meet-in-the-middle']"
1982_D,1700.0,"['brute force', 'data structures', 'implementation', 'math', 'number theory']"
1982_C,1200.0,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']"
1982_B,1200.0,"['brute force', 'implementation', 'math', 'number theory']"
1982_A,800.0,"['greedy', 'implementation', 'math', 'sortings']"
1981_F,3000.0,"['data structures', 'dp', 'trees']"
1981_E,2600.0,"['data structures', 'dsu', 'graphs', 'greedy']"
1981_D,2400.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'number theory']"
1981_C,1800.0,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math']"
1981_B,1300.0,"['bitmasks', 'math']"
1981_A,800.0,"['brute force', 'greedy', 'math']"
1980_G,2300.0,"['bitmasks', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'strings', 'trees']"
1980_F2,2400.0,"['math', 'sortings']"
1980_F1,1900.0,"['data structures', 'math', 'sortings']"
1980_E,1600.0,"['constructive algorithms', 'data structures', 'greedy', 'hashing', 'implementation', 'math', 'matrices', 'sortings']"
1980_D,1400.0,"['greedy', 'implementation', 'math', 'number theory']"
1980_C,1300.0,"['constructive algorithms', 'greedy']"
1980_B,800.0,"['sortings', 'sortings']"
1980_A,800.0,['math']
1979_F,2900.0,"['brute force', 'constructive algorithms', 'graphs', 'interactive']"
1979_E,2400.0,"['binary search', 'constructive algorithms', 'data structures', 'geometry', 'implementation', 'two pointers']"
1979_D,1800.0,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'hashing', 'strings']"
1979_C,1200.0,"['binary search', 'combinatorics', 'constructive algorithms', 'number theory']"
1979_B,1000.0,"['bitmasks', 'greedy']"
1979_A,800.0,"['brute force', 'greedy', 'implementation']"
1978_F,2400.0,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'number theory', 'two pointers']"
1978_E,2000.0,"['brute force', 'data structures', 'dp', 'greedy', 'implementation']"
1978_D,1600.0,"['data structures', 'greedy', 'implementation', 'math']"
1978_C,1300.0,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']"
1978_B,800.0,"['binary search', 'greedy', 'math', 'ternary search']"
1978_A,800.0,"['constructive algorithms', 'greedy', 'sortings']"
1977_E,2600.0,"['constructive algorithms', 'graphs', 'interactive']"
1977_D,2300.0,"['bitmasks', 'brute force', 'greedy', 'hashing']"
1977_C,1900.0,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'number theory', 'sortings']"
1977_B,1100.0,"['bitmasks', 'constructive algorithms', 'greedy', 'math']"
1977_A,800.0,['math']
1976_F,2800.0,"['data structures', 'dfs and similar', 'dp', 'greedy', 'sortings', 'trees']"
1976_E,2500.0,"['combinatorics', 'data structures', 'dfs and similar', 'greedy', 'math', 'trees']"
1976_D,2000.0,"['binary search', 'combinatorics', 'data structures', 'divide and conquer', 'implementation', 'two pointers']"
1976_C,1600.0,"['binary search', 'dp', 'greedy', 'implementation', 'two pointers']"
1976_B,1100.0,"['greedy', 'implementation']"
1976_A,800.0,"['implementation', 'sortings', 'strings']"
1975_I,3500.0,['dp']
1975_H,3500.0,"['greedy', 'strings']"
1975_G,3000.0,"['fft', 'greedy', 'math', 'strings']"
1975_F,2600.0,"['bitmasks', 'brute force', 'combinatorics', 'dfs and similar', 'divide and conquer', 'dp', 'math']"
1975_E,2100.0,"['binary search', 'data structures', 'dfs and similar', 'implementation', 'trees']"
1975_D,1700.0,"['brute force', 'dfs and similar', 'dp', 'greedy', 'shortest paths', 'trees']"
1975_C,1200.0,"['binary search', 'brute force', 'greedy']"
1975_B,1000.0,"['brute force', 'greedy', 'math', 'sortings']"
1975_A,800.0,"['brute force', 'greedy', 'implementation', 'sortings']"
1974_G,2000.0,"['data structures', 'greedy', 'sortings']"
1974_F,1900.0,"['binary search', 'brute force', 'data structures', 'implementation', 'sortings', 'two pointers']"
1974_E,1800.0,['dp']
1974_D,1400.0,"['constructive algorithms', 'greedy', 'implementation']"
1974_C,1400.0,"['combinatorics', 'data structures']"
1974_B,800.0,"['implementation', 'sortings', 'strings']"
1974_A,800.0,"['greedy', 'math']"
1973_F,3100.0,"['bitmasks', 'brute force', 'dp', 'implementation', 'number theory']"
1973_E,2500.0,"['graphs', 'math', 'sortings']"
1973_D,2400.0,"['brute force', 'interactive', 'math']"
1973_C,1700.0,"['constructive algorithms', 'greedy', 'implementation', 'math', 'sortings']"
1973_B,1300.0,"['binary search', 'bitmasks', 'data structures', 'greedy', 'math', 'two pointers']"
1973_A,900.0,"['brute force', 'dp', 'implementation', 'math']"
1972_B,900.0,['games']
1972_A,800.0,"['brute force', 'greedy', 'two pointers']"
1971_H,2100.0,"['2-sat', 'dfs and similar', 'graphs']"
1971_G,1700.0,"['data structures', 'dsu', 'sortings']"
1971_F,1600.0,"['binary search', 'brute force', 'dfs and similar', 'geometry', 'implementation', 'math']"
1971_E,1500.0,"['binary search', 'math', 'sortings']"
1971_D,1100.0,"['dp', 'greedy', 'implementation', 'sortings', 'strings']"
1971_C,900.0,['implementation']
1971_B,800.0,"['implementation', 'strings']"
1971_A,800.0,"['implementation', 'sortings']"
1970_G3,2400.0,"['bitmasks', 'dfs and similar', 'dp', 'graphs', 'trees']"
1970_G2,2200.0,"['brute force', 'dfs and similar', 'dp', 'graphs', 'trees']"
1970_G1,1900.0,"['dfs and similar', 'trees']"
1970_F3,2300.0,['implementation']
1970_F2,2300.0,['implementation']
1970_F1,2300.0,['implementation']
1970_E3,2200.0,"['dp', 'matrices']"
1970_E2,2000.0,"['dp', 'matrices']"
1970_E1,1800.0,['dp']
1970_D3,3100.0,['interactive']
1970_D2,2600.0,"['constructive algorithms', 'interactive', 'probabilities', 'strings']"
1970_D1,2100.0,"['brute force', 'constructive algorithms', 'interactive', 'strings']"
1970_C3,1900.0,"['dfs and similar', 'dp', 'games', 'trees']"
1970_C2,1700.0,"['dfs and similar', 'dp', 'games', 'trees']"
1970_C1,1400.0,['games']
1970_B3,2300.0,['constructive algorithms']
1970_B2,2100.0,['constructive algorithms']
1970_B1,1900.0,['constructive algorithms']
1970_A3,2400.0,"['constructive algorithms', 'trees']"
1970_A2,2400.0,"['brute force', 'constructive algorithms', 'trees']"
1970_A1,1000.0,"['implementation', 'sortings']"
1969_F,3000.0,"['dp', 'greedy', 'hashing', 'implementation']"
1969_E,2400.0,"['binary search', 'data structures', 'divide and conquer', 'dp', 'greedy']"
1969_D,1900.0,"['data structures', 'greedy', 'math', 'sortings']"
1969_C,1700.0,"['dp', 'implementation']"
1969_B,1000.0,"['constructive algorithms', 'greedy']"
1969_A,800.0,"['constructive algorithms', 'implementation', 'math']"
1968_G2,2200.0,"['binary search', 'brute force', 'data structures', 'dp', 'hashing', 'math', 'string suffix structures', 'strings']"
1968_G1,1900.0,"['binary search', 'data structures', 'dp', 'hashing', 'string suffix structures', 'strings']"
1968_F,1800.0,"['binary search', 'data structures']"
1968_E,1600.0,['constructive algorithms']
1968_D,1300.0,"['brute force', 'dfs and similar', 'games', 'graphs', 'greedy', 'math']"
1968_C,1000.0,"['constructive algorithms', 'number theory']"
1968_B,800.0,"['greedy', 'two pointers']"
1968_A,800.0,"['brute force', 'math', 'number theory']"
1967_F,3200.0,"['brute force', 'data structures', 'implementation']"
1967_E2,3500.0,"['combinatorics', 'dp', 'math']"
1967_E1,3100.0,"['combinatorics', 'dp', 'fft', 'math']"
1967_D,2800.0,"['binary search', 'dfs and similar', 'graphs', 'implementation', 'shortest paths', 'two pointers']"
1967_C,2300.0,"['bitmasks', 'brute force', 'combinatorics', 'data structures', 'dp', 'math', 'trees']"
1967_B2,2200.0,"['brute force', 'math', 'number theory']"
1967_B1,1400.0,"['brute force', 'math', 'number theory']"
1967_A,1400.0,"['binary search', 'greedy', 'implementation', 'math', 'sortings']"
1966_B,1100.0,"['constructive algorithms', 'implementation']"
1966_A,800.0,"['constructive algorithms', 'games', 'greedy']"
1965_F,3300.0,"['data structures', 'flows']"
1965_E,3100.0,"['constructive algorithms', 'games']"
1965_D,2900.0,['constructive algorithms']
1965_C,2300.0,"['constructive algorithms', 'greedy', 'strings']"
1965_B,1800.0,"['bitmasks', 'constructive algorithms', 'greedy', 'number theory']"
1965_A,1400.0,"['games', 'greedy', 'math', 'sortings']"
1958_J,3200.0,['*special']
1958_I,3100.0,"['*special', 'graphs', 'meet-in-the-middle']"
1958_H,2600.0,"['*special', 'dp']"
1958_G,2400.0,['*special']
1958_F,2000.0,"['*special', 'combinatorics']"
1958_E,1900.0,"['*special', 'constructive algorithms']"
1958_D,1600.0,['*special']
1958_C,1500.0,['*special']
1958_B,1400.0,"['*special', 'math']"
1958_A,1100.0,"['*special', 'dp']"
1957_F2,2700.0,"['binary search', 'data structures', 'dfs and similar', 'hashing', 'probabilities', 'trees']"
1957_F1,2600.0,"['binary search', 'data structures', 'divide and conquer', 'hashing', 'probabilities', 'trees']"
1957_E,2400.0,"['brute force', 'combinatorics', 'dp', 'math', 'number theory']"
1957_D,1900.0,"['bitmasks', 'brute force', 'dp', 'math']"
1957_C,1600.0,"['combinatorics', 'dp', 'math']"
1957_B,1100.0,"['bitmasks', 'constructive algorithms', 'greedy', 'implementation']"
1957_A,800.0,"['constructive algorithms', 'greedy']"
1956_F,3000.0,"['constructive algorithms', 'data structures', 'dsu', 'graphs', 'sortings']"
1956_E2,2700.0,"['brute force', 'greedy', 'implementation', 'math']"
1956_E1,2500.0,"['brute force', 'implementation', 'math']"
1956_D,2000.0,"['bitmasks', 'brute force', 'constructive algorithms', 'divide and conquer', 'dp', 'greedy', 'implementation', 'math']"
1956_C,1600.0,"['constructive algorithms', 'greedy', 'math']"
1956_B,800.0,"['games', 'greedy']"
1956_A,800.0,"['binary search', 'brute force', 'data structures', 'games', 'greedy']"
1955_H,2300.0,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'flows', 'graph matchings', 'shortest paths']"
1955_G,1900.0,"['brute force', 'dfs and similar', 'dp', 'implementation', 'math', 'number theory']"
1955_F,1800.0,"['dp', 'games', 'greedy', 'math', 'schedules']"
1955_E,1700.0,"['brute force', 'greedy', 'implementation', 'sortings']"
1955_D,1400.0,"['data structures', 'two pointers']"
1955_C,1300.0,"['greedy', 'implementation', 'math']"
1955_B,1000.0,"['constructive algorithms', 'data structures', 'implementation', 'sortings']"
1955_A,800.0,['math']
1954_F,3100.0,"['combinatorics', 'dp', 'math']"
1954_E,2200.0,"['binary search', 'data structures', 'dsu', 'greedy', 'implementation', 'math', 'number theory']"
1954_D,1800.0,"['combinatorics', 'dp', 'math', 'sortings']"
1954_C,1200.0,"['greedy', 'math', 'number theory']"
1954_B,1200.0,"['implementation', 'math']"
1954_A,900.0,"['constructive algorithms', 'greedy', 'math']"
1951_I,3200.0,"['binary search', 'constructive algorithms', 'flows', 'graphs', 'greedy']"
1951_H,3200.0,"['binary search', 'dp', 'games', 'greedy', 'trees']"
